date,ticker,sector,sentiment,sector_augmented_sentiment,observed_news,article_count,reliability,usable_sentiment_lag1,usable_reliability_lag1
2020-02-26,ABBV,Healthcare,-0.09106666666666667,-0.09106666666666667,1,3.0,0.3868528072345416,0.25383333333333336,0.3868528072345416
2020-02-27,ABBV,Healthcare,-0.12040000000000001,-0.12040000000000001,1,3.0,0.5158037429793887,-0.09106666666666667,0.3868528072345416
2020-02-28,ABBV,Healthcare,0.2023,0.2023,1,1.0,0.1934264036172708,-0.12040000000000001,0.5158037429793887
2020-03-02,ABBV,Healthcare,0.315025,0.3543,1,4.0,0.7859638514909363,0.2023,0.1934264036172708
2020-03-03,ABBV,Healthcare,0.3178,0.4382,1,3.0,0.7737056144690831,0.315025,0.7859638514909363
2020-03-04,ABBV,Healthcare,0.5654,0.5654,1,2.0,0.30657359638272924,0.3178,0.7737056144690831
2020-03-05,ABBV,Healthcare,0.06743333333333333,0.06743333333333333,1,3.0,0.5158037429793887,0.5654,0.30657359638272924
2020-03-06,ABBV,Healthcare,0.2033,0.1868,1,7.0,0.8571428571428572,0.06743333333333333,0.5158037429793887
2020-03-09,ABBV,Healthcare,0.11729,0.25648,1,10.0,0.9,0.2033,0.8571428571428572
2020-03-10,ABBV,Healthcare,0.21075,0.21075,1,2.0,0.30657359638272924,0.11729,0.9
2020-03-11,ABBV,Healthcare,0.2554375,0.3005875,1,8.0,0.875,0.21075,0.30657359638272924
2020-03-12,ABBV,Healthcare,0.19068000000000002,0.19068000000000002,1,5.0,0.8,0.2554375,0.875
2020-03-13,ABBV,Healthcare,0.0,0.0,1,3.0,0.7737056144690831,0.19068000000000002,0.8
2020-03-16,ABBV,Healthcare,0.0386,0.0386,1,5.0,0.7,0.0,0.7737056144690831
2020-03-17,ABBV,Healthcare,0.19853333333333334,0.19853333333333334,1,6.0,0.8333333333333333,0.0386,0.7
2020-03-18,ABBV,Healthcare,0.148625,0.193775,1,8.0,0.8125,0.19853333333333334,0.8333333333333333
2020-03-19,ABBV,Healthcare,0.1778,0.1778,1,4.0,0.6736833012779454,0.148625,0.8125
2020-03-20,ABBV,Healthcare,0.26335,0.26335,1,2.0,0.4598603945740939,0.1778,0.6736833012779454
2020-03-23,ABBV,Healthcare,0.10614545454545454,0.17181818181818184,1,11.0,0.7727272727272727,0.26335,0.4598603945740939
2020-03-24,ABBV,Healthcare,0.28076666666666666,0.28076666666666666,1,3.0,0.5158037429793887,0.10614545454545454,0.7727272727272727
2020-03-25,ABBV,Healthcare,-0.012066666666666668,-0.012066666666666668,1,6.0,0.75,0.28076666666666666,0.5158037429793887
2020-03-26,ABBV,Healthcare,0.23835,0.23835,1,2.0,0.4598603945740939,-0.012066666666666668,0.75
2020-03-27,ABBV,Healthcare,0.12765,0.12765,1,4.0,0.6736833012779454,0.23835,0.4598603945740939
2020-03-30,ABBV,Healthcare,0.22376000000000001,0.296,1,5.0,0.7,0.12765,0.6736833012779454
2020-03-31,ABBV,Healthcare,0.2732833333333334,0.2732833333333334,1,6.0,0.9166666666666667,0.22376000000000001,0.7
2020-04-01,ABBV,Healthcare,0.0,0.0,0,0.0,0.0,0.2732833333333334,0.9166666666666667
2020-04-02,ABBV,Healthcare,-0.05135,-0.05135,1,2.0,0.6131471927654585,0.0,0.0
2020-04-03,ABBV,Healthcare,0.2023,0.2023,1,1.0,0.3868528072345416,-0.05135,0.6131471927654585
2020-04-06,ABBV,Healthcare,0.11773333333333334,0.11773333333333334,1,6.0,0.75,0.2023,0.3868528072345416
2020-04-07,ABBV,Healthcare,0.07918333333333334,0.13185,1,6.0,0.75,0.11773333333333334,0.75
2020-04-08,ABBV,Healthcare,0.2135,0.2737,1,6.0,0.9166666666666667,0.07918333333333334,0.75
2020-04-09,ABBV,Healthcare,-0.14562499999999998,-0.14562499999999998,1,4.0,0.8982444017039272,0.2135,0.9166666666666667
2020-04-13,ABBV,Healthcare,0.1218,0.1218,1,11.0,0.8181818181818181,-0.14562499999999998,0.8982444017039272
2020-04-14,ABBV,Healthcare,-0.06533333333333334,-0.06533333333333334,1,3.0,0.7737056144690831,0.1218,0.8181818181818181
2020-04-15,ABBV,Healthcare,0.0,0.0,1,2.0,0.4598603945740939,-0.06533333333333334,0.7737056144690831
2020-04-16,ABBV,Healthcare,0.32888333333333336,0.32888333333333336,1,6.0,0.8333333333333333,0.0,0.4598603945740939
2020-04-17,ABBV,Healthcare,0.29261428571428577,0.29261428571428577,1,7.0,0.9285714285714286,0.32888333333333336,0.8333333333333333
2020-04-20,ABBV,Healthcare,0.13084,0.16696000000000003,1,10.0,0.75,0.29261428571428577,0.9285714285714286
2020-04-21,ABBV,Healthcare,0.16643333333333335,0.14718333333333333,1,6.0,0.8333333333333333,0.13084,0.75
2020-04-22,ABBV,Healthcare,0.22236666666666668,0.20953333333333335,1,9.0,0.8333333333333333,0.16643333333333335,0.8333333333333333
